time,wx,wy,wz
6.253118038,1.12,0.81,1.04
6.262917042,1.16,0.75,1.01
6.273108006,1.2,0.56,0.95
6.283015966,1.23,0.38,0.91
6.292949915,1.25,0.24,0.93
6.303164005,1.28,0.18,1.01
6.316448927,1.32,0.2,1.1
6.34048605,1.32,0.06,1.24
6.340986967,1.32,0.06,1.24
6.34363389,1.34,-0.06,1.27
6.353518963,1.4,-0.2,1.28
6.36292696,1.46,-0.25,1.24
6.373034,1.45,-0.25,1.16
6.382987022,1.39,-0.27,1.06
6.393213034,1.31,-0.23,0.97
6.403002024,1.31,-0.2,0.94
6.413065195,1.3,-0.14,1
6.435572863,1.07,-0.33,1.13
6.436082125,1.07,-0.33,1.13
6.443240881,0.95,-0.44,1.08
6.453103065,0.75,-0.63,0.92
6.462884188,0.59,-0.86,0.7
6.473075151,0.45,-0.89,0.47
6.482925177,0.18,-0.74,0.24
6.492962122,-0.12,-0.59,0.03
6.503362894,-0.25,-0.46,-0.12
6.538949013,0.21,-0.08,-0.2
6.539552927,0.21,-0.08,-0.2
6.540053129,0.21,-0.08,-0.2
6.543230057,0.39,0.18,-0.04
6.553093195,0.35,0.01,0.17
6.562872171,0.12,-0.24,0.27
6.57297492,-0.17,-0.31,0.13
6.582876921,-0.3,-0.2,-0.16
6.593005896,-0.2,0.02,-0.33
6.603299856,-0.21,0.3,-0.39
6.613240957,-0.28,0.41,-0.41
6.639101982,-0.25,0.24,-0.32
6.639621973,-0.25,0.24,-0.32
6.643437147,-0.21,-0.11,-0.28
6.653086901,-0.19,-0.3,-0.23
6.662857056,-0.22,-0.26,-0.22
6.672928095,-0.27,-0.09,-0.25
6.682855844,-0.35,0.06,-0.28
6.692947149,-0.38,0.04,-0.24
6.703252077,-0.34,-0.01,-0.15
6.715851068,-0.25,-0.12,-0.08
6.741226912,-0.27,-0.31,-0.17
6.741777182,-0.27,-0.31,-0.17
6.744436979,-0.29,-0.15,-0.27
6.753854036,-0.22,0.08,-0.29
6.762872934,-0.22,0.35,-0.19
6.772825956,-0.21,0.58,-0.02
6.78290391,-0.2,0.79,0.09
6.792893171,-0.18,0.83,0.07
6.803523064,-0.18,0.79,-0.09
6.815757036,-0.24,0.82,-0.33
6.840671062,-0.43,0.7,-0.74
6.841246843,-0.43,0.7,-0.74
6.843960047,-0.51,0.5,-0.71
6.85311389,-0.57,0.25,-0.59
6.862737894,-0.65,0.07,-0.52
6.872853994,-0.8,-0.01,-0.57
6.882773161,-0.96,-0.22,-0.67
6.892861128,-0.95,-0.42,-0.67
6.903228045,-0.89,-0.5,-0.55
6.913152933,-0.67,-0.51,-0.3
6.941792011,-0.69,-0.34,-0.14
6.942203999,-0.69,-0.34,-0.14
6.944883108,-0.79,-0.08,-0.34
6.954056978,-0.85,0.16,-0.56
6.962699175,-0.78,0.27,-0.56
6.97280407,-0.71,0.33,-0.33
6.982806921,-0.68,0.35,-0.12
6.992697954,-0.58,0.28,-0.06
7.002826929,-0.52,0.21,-0.18
7.013434172,-0.56,0.04,-0.49
7.039595842,-0.88,-0.32,-1.03
7.040128946,-0.88,-0.32,-1.03
7.043918848,-1.05,-0.62,-1.01
7.052901983,-1.07,-0.82,-0.71
7.062958956,-1.07,-0.73,-0.32
7.072792053,-0.96,-0.6,-0.1
7.082798004,-0.84,-0.52,-0.17
7.092929125,-0.88,-0.57,-0.48
7.102792025,-0.96,-0.72,-0.81
7.113074064,-1.11,-0.72,-0.92
7.138386965,-0.92,0.15,-0.24
7.138940096,-0.92,0.15,-0.24
7.143451929,-0.94,0.92,0.02
7.152976036,-0.97,1.11,-0.05
7.162596941,-0.78,0.91,-0.34
7.172733068,-0.63,0.53,-0.7
7.182617903,-0.7,0.03,-0.97
7.192824125,-0.88,-0.37,-1
7.202865839,-1.04,-0.37,-0.84
