time,wx (rad/s),wy (rad/s),wz (rad/s)
16.947,0.26,0.21,-0.16
16.953,0.23,0.13,-0.2
16.955,0.19,0.04,-0.22
16.959,0.15,-0.03,-0.25
16.963,0.09,-0.11,-0.28
16.967,0.04,-0.13,-0.32
16.973,-0.01,-0.12,-0.36
16.976,-0.08,-0.07,-0.42
16.979,-0.12,-0.03,-0.46
16.983,-0.17,0.01,-0.49
16.987,-0.21,0.03,-0.49
16.991,-0.25,0.05,-0.49
16.995,-0.29,0.04,-0.47
16.999,-0.34,0.01,-0.44
17.008,-0.38,-0.04,-0.43
17.009,-0.43,-0.1,-0.42
17.011,-0.47,-0.15,-0.42
17.016,-0.52,-0.2,-0.42
17.033,-0.57,-0.25,-0.43
17.034,-0.61,-0.27,-0.44
17.034,-0.64,-0.27,-0.46
17.035,-0.67,-0.25,-0.48
17.035,-0.74,-0.22,-0.5
17.039,-0.78,-0.21,-0.52
17.043,-0.82,-0.21,-0.53
17.047,-0.85,-0.23,-0.53
17.053,-0.86,-0.26,-0.52
17.056,-0.87,-0.32,-0.5
17.059,-0.88,-0.35,-0.49
17.063,-0.88,-0.37,-0.48
17.067,-0.88,-0.38,-0.47
17.071,-0.89,-0.36,-0.46
17.075,-0.9,-0.32,-0.46
17.079,-0.89,-0.29,-0.45
17.083,-0.88,-0.26,-0.46
17.087,-0.85,-0.25,-0.46
17.091,-0.82,-0.25,-0.46
17.095,-0.8,-0.27,-0.47
17.099,-0.78,-0.29,-0.48
17.103,-0.76,-0.31,-0.49
17.107,-0.76,-0.32,-0.5
17.111,-0.75,-0.32,-0.52
17.115,-0.73,-0.33,-0.54
17.12,-0.71,-0.34,-0.56
17.124,-0.67,-0.34,-0.58
17.127,-0.64,-0.34,-0.6
17.131,-0.62,-0.33,-0.62
17.136,-0.61,-0.3,-0.63
17.139,-0.62,-0.25,-0.63
17.143,-0.64,-0.21,-0.64
17.147,-0.64,-0.18,-0.67
17.157,-0.62,-0.2,-0.7
17.159,-0.6,-0.24,-0.72
17.159,-0.58,-0.29,-0.73
17.163,-0.56,-0.32,-0.73
17.183,-0.55,-0.32,-0.73
17.184,-0.54,-0.32,-0.73
17.188,-0.53,-0.31,-0.74
17.188,-0.5,-0.3,-0.74
17.189,-0.46,-0.31,-0.76
17.189,-0.43,-0.32,-0.77
17.191,-0.39,-0.33,-0.78
17.195,-0.35,-0.33,-0.78
17.199,-0.32,-0.33,-0.78
17.204,-0.28,-0.31,-0.77
17.208,-0.26,-0.28,-0.76
17.211,-0.23,-0.25,-0.76
17.216,-0.21,-0.21,-0.75
17.22,-0.2,-0.19,-0.75
17.224,-0.17,-0.16,-0.76
17.227,-0.15,-0.14,-0.77
17.231,-0.12,-0.13,-0.79
17.236,-0.09,-0.12,-0.82
17.24,-0.05,-0.11,-0.86
17.243,-0.03,-0.1,-0.89
17.247,0,-0.08,-0.94
17.251,0.03,-0.05,-0.99
17.256,0.06,-0.02,-1.05
17.259,0.09,0.01,-1.12
17.263,0.1,0.03,-1.18
17.267,0.12,0.03,-1.24
17.272,0.12,0.03,-1.3
17.275,0.12,0.03,-1.37
17.279,0.11,0.02,-1.44
17.283,0.08,0.02,-1.48
17.292,0.05,0,-1.52
17.293,0.02,-0.04,-1.56
17.296,-0.03,-0.09,-1.61
17.299,-0.07,-0.14,-1.65
17.319,-0.11,-0.21,-1.71
17.32,-0.15,-0.27,-1.77
17.32,-0.2,-0.34,-1.82
17.321,-0.28,-0.41,-1.89
17.321,-0.35,-0.47,-1.94
17.323,-0.41,-0.52,-2
17.327,-0.45,-0.57,-2.07
17.331,-0.5,-0.63,-2.17
17.337,-0.54,-0.66,-2.26
17.339,-0.58,-0.67,-2.34
17.343,-0.63,-0.65,-2.41
17.347,-0.68,-0.6,-2.47
17.353,-0.75,-0.51,-2.55
17.355,-0.79,-0.46,-2.6
17.359,-0.84,-0.43,-2.65
17.363,-0.88,-0.44,-2.69
17.367,-0.92,-0.47,-2.74
17.371,-0.95,-0.52,-2.8
17.376,-0.96,-0.58,-2.85
17.379,-0.95,-0.63,-2.9
17.383,-0.93,-0.68,-2.95
17.387,-0.91,-0.74,-3.02
17.391,-0.89,-0.75,-3.07
17.395,-0.89,-0.73,-3.11
17.399,-0.89,-0.66,-3.13
17.404,-0.87,-0.59,-3.16
17.407,-0.82,-0.54,-3.22
17.411,-0.76,-0.55,-3.26
17.416,-0.69,-0.61,-3.28
17.421,-0.62,-0.69,-3.3
17.423,-0.55,-0.76,-3.29
17.427,-0.47,-0.78,-3.26
17.431,-0.42,-0.75,-3.21
17.444,-0.38,-0.67,-3.14
17.445,-0.35,-0.58,-3.03
17.448,-0.29,-0.49,-2.85
17.45,-0.23,-0.49,-2.68
17.451,-0.16,-0.53,-2.49
17.472,-0.12,-0.58,-2.24
17.473,-0.12,-0.62,-1.87
17.474,-0.02,-0.63,-1.33
17.474,0.19,-0.62,-0.99
17.474,0.38,-0.63,-0.65
17.476,0.48,-0.65,-0.23
17.48,0.53,-0.6,0.28
17.484,0.59,-0.38,1.05
17.488,0.61,-0.09,1.58
17.491,0.63,0.27,2.02
17.496,0.61,0.62,2.34
17.5,0.53,1.03,2.75
17.504,0.47,1.29,3.09
17.507,0.46,1.45,3.36
17.511,0.5,1.54,3.48
17.519,0.59,1.56,3.45
17.523,0.64,1.5,3.36
17.525,0.7,1.39,3.25
17.527,0.78,1.21,3.13
17.531,0.87,0.98,3.01
17.537,0.99,0.61,2.85
17.539,1.05,0.32,2.74
17.543,1.11,0.04,2.65
17.547,1.15,-0.21,2.58
17.551,1.18,-0.39,2.53
17.555,1.22,-0.52,2.49
17.56,1.23,-0.54,2.47
17.563,1.22,-0.49,2.44
17.567,1.18,-0.38,2.42
17.576,1.14,-0.22,2.39
17.578,1.08,0.08,2.36
17.583,1.02,0.33,2.32
17.584,0.97,0.59,2.27
17.602,0.93,0.83,2.2
17.604,0.91,1.1,2.08
17.604,0.92,1.24,1.99
17.604,0.92,1.32,1.92
17.605,0.92,1.32,1.87
17.607,0.9,1.25,1.84
17.611,0.87,1.08,1.84
17.616,0.85,0.91,1.84
17.62,0.84,0.74,1.84
17.623,0.83,0.57,1.82
17.627,0.83,0.43,1.78
17.631,0.84,0.31,1.7
17.637,0.83,0.27,1.63
17.639,0.81,0.27,1.59
17.643,0.76,0.31,1.58
17.647,0.68,0.43,1.64
17.652,0.62,0.53,1.71
17.658,0.58,0.63,1.79
17.66,0.55,0.72,1.86
17.663,0.54,0.79,1.92
17.667,0.52,0.82,1.95
17.672,0.53,0.81,1.94
17.676,0.55,0.77,1.9
17.679,0.58,0.71,1.85
17.683,0.61,0.62,1.79
17.688,0.66,0.5,1.69
17.691,0.7,0.42,1.61
17.695,0.72,0.37,1.54
17.699,0.7,0.38,1.52
17.708,0.65,0.47,1.56
17.709,0.61,0.57,1.6
17.711,0.58,0.68,1.63
17.715,0.57,0.8,1.63
17.735,0.58,0.92,1.58
17.736,0.57,1.06,1.46
17.736,0.55,1.19,1.37
17.737,0.52,1.3,1.3
17.737,0.48,1.36,1.24
17.739,0.44,1.3,1.18
17.743,0.43,1.14,1.14
17.747,0.44,0.92,1.1
17.752,0.47,0.66,1.06
17.755,0.46,0.4,1.01
17.76,0.42,0.12,0.96
17.763,0.37,-0.01,0.94
17.767,0.32,-0.09,0.93
17.771,0.28,-0.13,0.92
17.776,0.27,-0.13,0.89
17.779,0.28,-0.1,0.85
17.783,0.28,-0.04,0.8
17.787,0.26,0.07,0.76
17.792,0.22,0.19,0.73
17.795,0.16,0.34,0.7
17.799,0.1,0.43,0.7
17.804,0.06,0.49,0.72
17.807,0.03,0.52,0.74
17.811,0.01,0.53,0.74
17.815,-0.01,0.49,0.73
17.82,-0.01,0.45,0.72
17.823,-0.01,0.39,0.69
17.827,-0.01,0.33,0.67
17.831,0,0.26,0.65
17.837,0.02,0.17,0.63
17.839,0.04,0.1,0.61
17.843,0.06,0.04,0.57
17.847,0.07,-0.02,0.52
17.851,0.09,-0.05,0.44
17.859,0.13,-0.04,0.38
17.86,0.18,-0.02,0.34
17.864,0.24,0.01,0.32
17.891,0.32,0.1,0.32
17.893,0.38,0.2,0.32
17.893,0.44,0.32,0.31
17.894,0.5,0.44,0.28
17.894,0.57,0.56,0.23
17.894,0.65,0.71,0.14
17.894,0.7,0.8,0.09
17.895,0.72,0.88,0.06
17.899,0.71,0.93,0.03
17.904,0.7,0.92,0.01
17.907,0.69,0.85,-0.03
17.914,0.7,0.76,-0.07
17.915,0.7,0.65,-0.12
17.921,0.68,0.52,-0.15
17.923,0.65,0.39,-0.18
17.927,0.61,0.23,-0.2
17.931,0.59,0.12,-0.21
17.937,0.56,0.03,-0.21
17.94,0.53,-0.02,-0.22
17.943,0.47,-0.04,-0.23
17.947,0.43,-0.02,-0.25
17.951,0.38,0.02,-0.27
17.957,0.34,0.05,-0.29
17.959,0.3,0.08,-0.3
17.963,0.25,0.11,-0.32
17.967,0.19,0.15,-0.31
17.971,0.12,0.18,-0.3
17.976,0.05,0.19,-0.29
17.979,-0.02,0.17,-0.28
17.983,-0.09,0.14,-0.27
17.992,-0.14,0.1,-0.26
17.993,-0.19,0.06,-0.25
17.997,-0.25,0.03,-0.22
17.999,-0.34,0,-0.19
18.024,-0.4,-0.02,-0.17
18.026,-0.46,-0.04,-0.17
18.026,-0.5,-0.06,-0.17
18.026,-0.54,-0.07,-0.19
18.026,-0.56,-0.08,-0.2
18.027,-0.59,-0.09,-0.22
18.027,-0.62,-0.11,-0.25
18.032,-0.65,-0.13,-0.27
18.037,-0.67,-0.16,-0.3
18.04,-0.71,-0.22,-0.33
18.043,-0.73,-0.27,-0.35
18.047,-0.75,-0.32,-0.37
18.051,-0.77,-0.37,-0.39
18.055,-0.78,-0.43,-0.41
18.06,-0.78,-0.46,-0.43
18.063,-0.78,-0.46,-0.45
18.067,-0.78,-0.44,-0.46
18.072,-0.78,-0.41,-0.48
18.075,-0.79,-0.36,-0.49
18.079,-0.79,-0.33,-0.49
18.083,-0.79,-0.31,-0.48
18.088,-0.79,-0.3,-0.47
18.091,-0.79,-0.31,-0.47
18.095,-0.79,-0.32,-0.48
18.099,-0.78,-0.33,-0.49
18.104,-0.78,-0.35,-0.5
18.107,-0.78,-0.38,-0.52
18.112,-0.78,-0.42,-0.54
18.115,-0.77,-0.45,-0.55
18.121,-0.76,-0.49,-0.58
18.123,-0.75,-0.54,-0.61
18.128,-0.74,-0.58,-0.65
18.131,-0.71,-0.63,-0.69
18.143,-0.68,-0.66,-0.71
18.144,-0.64,-0.67,-0.74
18.144,-0.61,-0.67,-0.76
18.147,-0.58,-0.66,-0.8
18.152,-0.56,-0.64,-0.82
18.175,-0.52,-0.62,-0.85
18.177,-0.48,-0.59,-0.87
18.177,-0.44,-0.56,-0.87
18.178,-0.41,-0.5,-0.88
18.178,-0.41,-0.46,-0.9
18.178,-0.41,-0.41,-0.92
18.179,-0.39,-0.36,-0.94
18.184,-0.38,-0.33,-0.97
18.188,-0.36,-0.34,-1
18.191,-0.35,-0.37,-1.02
18.195,-0.34,-0.4,-1.05
18.2,-0.35,-0.43,-1.07
18.204,-0.37,-0.46,-1.13
18.207,-0.38,-0.48,-1.18
18.213,-0.39,-0.5,-1.23
18.222,-0.39,-0.54,-1.29
18.224,-0.39,-0.58,-1.33
18.224,-0.41,-0.61,-1.37
18.227,-0.44,-0.65,-1.4
18.231,-0.47,-0.68,-1.42
18.237,-0.51,-0.71,-1.44
18.239,-0.54,-0.73,-1.46
18.243,-0.58,-0.73,-1.49
18.247,-0.61,-0.74,-1.51
18.251,-0.64,-0.74,-1.54
18.256,-0.69,-0.75,-1.58
18.259,-0.72,-0.76,-1.61
18.264,-0.75,-0.79,-1.64
18.267,-0.79,-0.83,-1.67
18.277,-0.81,-0.87,-1.7
18.278,-0.82,-0.9,-1.76
18.279,-0.83,-0.95,-1.85
18.283,-0.85,-0.96,-1.93
18.307,-0.86,-0.98,-2
18.308,-0.87,-0.99,-2.08
18.309,-0.87,-1.01,-2.19
18.309,-0.88,-1.01,-2.27
18.309,-0.88,-1,-2.34
18.309,-0.9,-0.96,-2.4
18.312,-0.91,-0.92,-2.46
18.315,-0.93,-0.87,-2.53
18.321,-0.94,-0.84,-2.6
18.323,-0.95,-0.82,-2.67
18.327,-0.95,-0.79,-2.75
18.331,-0.94,-0.77,-2.83
18.337,-0.93,-0.72,-2.96
18.34,-0.91,-0.67,-3.04
18.343,-0.89,-0.61,-3.12
18.347,-0.86,-0.58,-3.18
18.351,-0.82,-0.53,-3.25
18.356,-0.79,-0.47,-3.29
18.359,-0.75,-0.39,-3.32
18.363,-0.72,-0.3,-3.35
18.367,-0.68,-0.21,-3.35
18.371,-0.63,-0.12,-3.32
18.376,-0.62,-0.09,-3.27
18.379,-0.64,-0.09,-3.2
18.383,-0.66,-0.12,-3.13
18.388,-0.68,-0.17,-3.08
18.391,-0.72,-0.28,-3
18.395,-0.74,-0.4,-2.95
18.399,-0.74,-0.54,-2.9
18.404,-0.72,-0.68,-2.81
18.408,-0.71,-0.82,-2.62
18.411,-0.75,-0.83,-2.35
18.415,-0.79,-0.78,-2
18.425,-0.7,-0.72,-1.72
18.427,-0.5,-0.63,-1.5
18.427,-0.34,-0.57,-1
18.432,-0.26,-0.53,-0.45
18.436,-0.16,-0.48,0.15
18.454,-0.07,-0.37,0.75
18.456,0.01,-0.17,1.34
18.457,0.09,0.22,2.01
18.457,0.16,0.55,2.38
18.457,0.2,0.83,2.65
18.46,0.23,1.04,2.92
18.463,0.31,1.24,3.2
18.467,0.45,1.3,3.23
18.472,0.59,1.3,3.12
18.475,0.7,1.23,2.96
18.479,0.79,1.07,2.8
18.483,0.93,0.74,2.61
18.488,1.04,0.42,2.48
18.491,1.13,0.1,2.35
18.496,1.24,-0.28,2.21
18.499,1.29,-0.47,2.13
18.505,1.32,-0.56,2.08
18.507,1.33,-0.57,2.05
18.511,1.31,-0.52,2.04
18.515,1.28,-0.42,2.06
18.521,1.21,-0.26,2.09
18.523,1.15,-0.11,2.12
18.527,1.1,0.06,2.15
18.531,1.05,0.26,2.16
18.537,0.99,0.45,2.15
18.539,0.91,0.71,2.13
18.543,0.88,0.88,2.1
18.547,0.84,1.02,2.07
18.551,0.81,1.12,2.05
18.558,0.79,1.16,2.06
18.559,0.78,1.13,2.08
18.565,0.78,1.04,2.11
18.591,0.8,0.86,2.13
18.592,0.82,0.75,2.14
18.592,0.87,0.52,2.16
18.593,0.91,0.37,2.17
18.593,0.94,0.24,2.15
18.593,0.97,0.16,2.12
18.593,0.99,0.14,2.09
18.595,1,0.21,2.07
18.599,0.98,0.33,2.08
18.604,0.97,0.5,2.1
18.607,0.94,0.7,2.13
18.611,0.89,1.01,2.15
18.615,0.85,1.24,2.14
18.621,0.82,1.46,2.1
18.623,0.8,1.63,2.03
18.627,0.78,1.74,1.95
18.631,0.76,1.76,1.81
18.637,0.73,1.66,1.72
18.64,0.71,1.46,1.63
18.643,0.7,1.18,1.54
18.647,0.71,0.83,1.45
18.651,0.72,0.37,1.35
18.656,0.71,0.07,1.28
18.66,0.71,-0.15,1.23
18.663,0.7,-0.29,1.18
18.667,0.7,-0.36,1.13
18.672,0.72,-0.35,1.08
18.675,0.75,-0.29,1.04
18.68,0.77,-0.19,1.02
18.683,0.77,-0.04,1.04
18.691,0.76,0.2,1.11
18.693,0.74,0.39,1.17
18.697,0.73,0.56,1.22
18.699,0.71,0.7,1.25
18.719,0.69,0.86,1.27
18.72,0.67,0.96,1.29
18.72,0.63,1.05,1.32
18.721,0.59,1.12,1.36
18.721,0.54,1.17,1.39
18.723,0.48,1.17,1.4
18.728,0.44,1.13,1.38
18.731,0.42,1.07,1.32
18.738,0.41,0.93,1.21
18.74,0.41,0.84,1.15
18.744,0.42,0.63,1.03
18.747,0.43,0.45,0.95
18.751,0.44,0.25,0.9
18.755,0.44,0.08,0.86
18.759,0.42,-0.11,0.83
18.763,0.38,-0.19,0.82
18.767,0.31,-0.22,0.83
18.772,0.24,-0.2,0.84
18.775,0.19,-0.16,0.84
18.779,0.15,-0.06,0.84
18.783,0.13,0.04,0.84
18.788,0.12,0.18,0.83
18.792,0.12,0.33,0.84
18.795,0.13,0.46,0.84
18.799,0.15,0.6,0.83
18.804,0.15,0.67,0.81
18.807,0.14,0.7,0.78
18.811,0.12,0.71,0.73
18.815,0.09,0.67,0.67
18.821,0.07,0.6,0.61
18.824,0.07,0.49,0.54
18.827,0.09,0.37,0.48
18.831,0.1,0.26,0.42
18.843,0.11,0.15,0.36
18.844,0.11,0.1,0.33
18.845,0.11,0.07,0.32
18.848,0.12,0.05,0.3
18.851,0.14,0.03,0.28
18.876,0.19,0.02,0.26
18.877,0.21,0.03,0.24
18.878,0.22,0.05,0.23
18.878,0.22,0.08,0.23
18.878,0.23,0.1,0.24
18.88,0.25,0.08,0.25
18.881,0.28,0.06,0.27
18.883,0.31,0.04,0.27
18.891,0.33,0.02,0.27
18.894,0.33,0.02,0.24
18.896,0.32,0.04,0.22
18.899,0.33,0.07,0.19
18.908,0.34,0.11,0.16
18.909,0.37,0.17,0.13
18.912,0.38,0.24,0.11
18.921,0.36,0.31,0.09
18.925,0.33,0.39,0.06
18.925,0.32,0.42,0.04
18.928,0.29,0.45,-0.01
18.931,0.28,0.45,-0.03
18.938,0.24,0.4,-0.06
18.941,0.22,0.36,-0.07
18.943,0.17,0.29,-0.07
18.947,0.11,0.18,-0.06
18.951,0.07,0.11,-0.05
18.957,0.02,0.04,-0.05
18.959,0,0.01,-0.05
18.963,-0.04,0,-0.07
18.97,-0.06,0.02,-0.08
18.972,-0.1,0.05,-0.09
18.979,-0.16,0.11,-0.1
18.979,-0.19,0.14,-0.1
18.983,-0.25,0.21,-0.1
18.989,-0.29,0.27,-0.11
18.991,-0.32,0.33,-0.13
19,-0.35,0.38,-0.17
19,-0.36,0.4,-0.19
19.003,-0.4,0.42,-0.24
19.007,-0.44,0.42,-0.26
19.011,-0.47,0.41,-0.27
19.018,-0.5,0.36,-0.29
19.019,-0.52,0.32,-0.29
19.023,-0.56,0.23,-0.31
19.027,-0.58,0.14,-0.34
19.031,-0.6,0.04,-0.36
19.037,-0.63,-0.09,-0.39
19.039,-0.65,-0.18,-0.41
19.043,-0.65,-0.23,-0.42
19.047,-0.66,-0.25,-0.44
19.051,-0.67,-0.24,-0.46
19.058,-0.67,-0.19,-0.5
19.059,-0.67,-0.14,-0.54
19.063,-0.67,-0.1,-0.57
19.067,-0.65,-0.06,-0.59
19.072,-0.64,-0.04,-0.6
19.077,-0.62,-0.03,-0.61
19.079,-0.61,-0.04,-0.61
19.083,-0.61,-0.06,-0.62
19.087,-0.61,-0.09,-0.64
19.091,-0.61,-0.11,-0.65
19.097,-0.62,-0.13,-0.67
19.099,-0.62,-0.15,-0.67
19.103,-0.62,-0.17,-0.67
19.108,-0.63,-0.18,-0.67
19.111,-0.65,-0.18,-0.67
19.117,-0.66,-0.17,-0.67
19.121,-0.68,-0.15,-0.68
19.123,-0.7,-0.13,-0.7
19.127,-0.73,-0.13,-0.72
19.131,-0.74,-0.14,-0.73
19.138,-0.75,-0.17,-0.74
19.139,-0.75,-0.21,-0.74
19.143,-0.77,-0.24,-0.73
19.147,-0.8,-0.25,-0.71
19.151,-0.82,-0.26,-0.71
19.157,-0.85,-0.28,-0.7
19.159,-0.87,-0.3,-0.71
19.163,-0.87,-0.35,-0.72
19.167,-0.86,-0.41,-0.73
19.171,-0.87,-0.44,-0.74
19.177,-0.88,-0.47,-0.75
19.18,-0.89,-0.49,-0.75
19.183,-0.89,-0.51,-0.76
19.187,-0.88,-0.54,-0.77
19.191,-0.87,-0.56,-0.8
19.197,-0.86,-0.55,-0.85
19.198,-0.85,-0.54,-0.88
19.203,-0.84,-0.52,-0.93
19.209,-0.82,-0.5,-0.99
19.211,-0.79,-0.48,-1.02
19.217,-0.77,-0.46,-1.05
19.219,-0.77,-0.45,-1.06
19.223,-0.77,-0.44,-1.09
19.227,-0.76,-0.45,-1.12
19.232,-0.75,-0.49,-1.15
19.238,-0.73,-0.56,-1.2
19.239,-0.71,-0.61,-1.22
19.243,-0.67,-0.69,-1.28
19.249,-0.64,-0.75,-1.32
19.251,-0.62,-0.78,-1.37
19.261,-0.6,-0.82,-1.43
19.262,-0.6,-0.84,-1.47
19.263,-0.6,-0.9,-1.54
19.274,-0.58,-1,-1.62
19.275,-0.57,-1.1,-1.68
19.278,-0.56,-1.19,-1.74
19.279,-0.57,-1.28,-1.81
19.283,-0.58,-1.36,-1.88
19.288,-0.59,-1.43,-1.95
19.291,-0.61,-1.48,-2.01
19.298,-0.62,-1.55,-2.1
19.299,-0.62,-1.61,-2.17
19.303,-0.63,-1.67,-2.23
19.307,-0.64,-1.71,-2.29
19.312,-0.66,-1.74,-2.35
19.317,-0.69,-1.75,-2.43
19.32,-0.7,-1.74,-2.5
19.323,-0.7,-1.71,-2.57
19.327,-0.7,-1.66,-2.65
19.331,-0.69,-1.62,-2.74
19.337,-0.68,-1.57,-2.85
19.339,-0.68,-1.52,-2.92
19.343,-0.66,-1.46,-3
19.347,-0.63,-1.37,-3.07
19.351,-0.59,-1.28,-3.12
19.357,-0.53,-1.17,-3.17
19.359,-0.48,-1.1,-3.2
19.363,-0.42,-1.04,-3.23
19.37,-0.31,-0.96,-3.26
19.371,-0.24,-0.89,-3.28
19.378,-0.18,-0.82,-3.29
19.379,-0.13,-0.72,-3.28
19.383,-0.08,-0.6,-3.27
19.387,-0.02,-0.43,-3.27
19.391,0.01,-0.31,-3.26
19.397,0.03,-0.15,-3.21
19.399,0.04,-0.08,-3.18
19.406,0.04,0,-3.12
19.407,0.04,0.07,-3.03
19.411,0.03,0.11,-2.95
19.417,0.02,0.14,-2.84
19.424,0.01,0.14,-2.72
19.425,0.01,0.13,-2.58
19.427,0,0.12,-2.35
19.431,0,0.12,-2.14
19.438,0,0.14,-1.82
19.439,-0.01,0.14,-1.62
19.443,-0.02,0.14,-1.34
19.447,-0.04,0.12,-0.98
19.451,-0.06,0.12,-0.62
19.458,-0.06,0.14,-0.05
19.459,-0.04,0.17,0.21
19.463,-0.01,0.22,0.54
19.467,0.02,0.3,0.98
19.471,0.02,0.36,1.34
19.477,0.03,0.41,1.82
19.479,0.04,0.43,2.02
19.483,0.09,0.51,2.31
19.487,0.13,0.58,2.46
19.491,0.18,0.67,2.59
19.497,0.26,0.79,2.72
19.499,0.31,0.85,2.76
19.503,0.41,0.92,2.79
19.507,0.49,0.94,2.79
19.512,0.58,0.94,2.78
19.517,0.68,0.89,2.74
19.52,0.75,0.83,2.7
19.523,0.83,0.75,2.66
19.529,0.89,0.66,2.61
19.531,0.95,0.55,2.57
19.539,1.01,0.42,2.5
19.54,1.05,0.35,2.46
19.543,1.09,0.31,2.41
19.547,1.12,0.29,2.37
19.559,1.13,0.31,2.33
19.56,1.14,0.37,2.29
19.56,1.14,0.42,2.25
19.563,1.14,0.49,2.23
19.567,1.13,0.54,2.2
19.571,1.12,0.6,2.17
19.577,1.13,0.67,2.13
19.578,1.15,0.71,2.1
19.583,1.17,0.75,2.06
19.587,1.18,0.79,2.04
19.591,1.2,0.82,2.02
19.597,1.21,0.85,2.01
19.599,1.21,0.88,2.01
19.603,1.2,0.9,2.01
19.609,1.18,0.93,2.02
19.611,1.16,0.94,2.03
19.618,1.11,0.95,2.05
19.622,1.06,0.95,2.08
19.625,1.03,0.95,2.09
19.627,0.99,0.96,2.1
19.631,0.95,1,2.08
19.637,0.93,1.05,2.05
19.639,0.92,1.11,1.99
19.643,0.91,1.18,1.9
19.647,0.9,1.24,1.77
19.651,0.88,1.28,1.68
19.658,0.84,1.31,1.61
19.659,0.81,1.31,1.59
19.663,0.76,1.29,1.58
19.667,0.74,1.19,1.56
19.673,0.75,1.07,1.52
19.677,0.76,0.92,1.46
19.679,0.78,0.78,1.4
19.683,0.8,0.66,1.34
19.692,0.81,0.54,1.27
19.692,0.8,0.48,1.23
19.698,0.74,0.48,1.21
19.699,0.71,0.49,1.21
19.703,0.67,0.54,1.22
19.707,0.62,0.63,1.23
19.711,0.59,0.72,1.23
19.717,0.56,0.85,1.21
19.72,0.55,0.91,1.19
19.723,0.53,1.01,1.16
19.727,0.53,1.05,1.12
19.731,0.53,1.04,1.08
19.737,0.52,0.96,0.99
19.739,0.5,0.89,0.94
19.743,0.44,0.74,0.86
19.748,0.4,0.6,0.8
19.751,0.35,0.44,0.76
19.757,0.3,0.22,0.71
19.759,0.29,0.09,0.69
19.763,0.25,-0.13,0.64
19.767,0.22,-0.25,0.61
19.771,0.19,-0.33,0.6
19.778,0.16,-0.37,0.62
19.779,0.14,-0.37,0.65
19.783,0.13,-0.33,0.68
19.787,0.13,-0.25,0.71
19.791,0.14,-0.16,0.72
19.797,0.14,-0.03,0.7
19.799,0.14,0.07,0.68
19.806,0.13,0.18,0.66
19.807,0.14,0.28,0.66
19.811,0.14,0.35,0.66
19.817,0.14,0.42,0.67
19.819,0.13,0.46,0.66
19.827,0.13,0.51,0.66
19.828,0.13,0.56,0.66
19.831,0.13,0.62,0.65
19.838,0.15,0.66,0.64
19.839,0.17,0.68,0.63
19.843,0.17,0.69,0.6
19.849,0.17,0.68,0.57
19.851,0.17,0.64,0.52
19.858,0.17,0.53,0.44
19.859,0.19,0.43,0.38
19.863,0.21,0.31,0.31
19.867,0.23,0.18,0.25
19.871,0.26,0.04,0.2
19.877,0.26,-0.03,0.17
19.879,0.26,-0.07,0.14
19.883,0.27,-0.08,0.12
19.887,0.28,-0.06,0.09
19.891,0.29,-0.01,0.07
19.897,0.3,0.05,0.05
19.899,0.32,0.12,0.04
19.904,0.33,0.18,0.04
19.907,0.33,0.25,0.06
19.911,0.34,0.3,0.07
19.917,0.34,0.32,0.08
19.92,0.34,0.32,0.08
19.923,0.34,0.31,0.06
19.927,0.33,0.27,0.03
19.931,0.31,0.23,0.01
19.938,0.27,0.17,-0.01
19.939,0.25,0.14,-0.01
19.943,0.23,0.07,-0.02
19.947,0.2,-0.02,-0.03
19.951,0.18,-0.09,-0.05
19.958,0.15,-0.17,-0.08
19.96,0.14,-0.2,-0.1
19.964,0.11,-0.22,-0.11
19.988,0.06,-0.22,-0.14
19.989,0.01,-0.19,-0.14
19.99,-0.06,-0.16,-0.15
19.99,-0.09,-0.15,-0.16
19.991,-0.16,-0.13,-0.16
19.991,-0.2,-0.14,-0.15
19.992,-0.24,-0.15,-0.15
19.998,-0.29,-0.2,-0.14
19.999,-0.31,-0.24,-0.13
20.004,-0.35,-0.31,-0.13
20.009,-0.38,-0.34,-0.13
20.011,-0.41,-0.36,-0.13
20.018,-0.45,-0.37,-0.14
20.019,-0.47,-0.37,-0.15
20.024,-0.47,-0.38,-0.16
20.028,-0.47,-0.38,-0.17
20.031,-0.47,-0.39,-0.18
20.038,-0.48,-0.39,-0.19
20.039,-0.5,-0.39,-0.2
20.043,-0.52,-0.38,-0.22
20.047,-0.53,-0.38,-0.24
20.051,-0.52,-0.37,-0.26
20.058,-0.51,-0.37,-0.29
20.059,-0.51,-0.37,-0.31
20.065,-0.5,-0.37,-0.33
20.071,-0.51,-0.37,-0.35
20.072,-0.52,-0.37,-0.37
20.078,-0.53,-0.36,-0.39
20.079,-0.53,-0.35,-0.4
20.083,-0.54,-0.34,-0.4
20.089,-0.55,-0.34,-0.4
20.091,-0.57,-0.33,-0.4
20.098,-0.61,-0.35,-0.38
20.099,-0.63,-0.37,-0.37
20.113,-0.65,-0.4,-0.37
20.114,-0.66,-0.44,-0.37
20.114,-0.67,-0.47,-0.38
20.118,-0.71,-0.49,-0.39
20.12,-0.74,-0.5,-0.39
20.123,-0.75,-0.5,-0.39
20.128,-0.76,-0.5,-0.38
20.131,-0.76,-0.5,-0.38
