time,wx (rad/s),wy (rad/s),wz (rad/s)
7.355,-0.77,-0.51,-2.83
7.359,-0.81,-0.54,-2.92
7.363,-0.85,-0.59,-3
7.371,-0.91,-0.67,-3.1
7.372,-0.94,-0.72,-3.15
7.378,-0.99,-0.82,-3.24
7.379,-1.02,-0.91,-3.3
7.395,-1.05,-1,-3.35
7.396,-1.06,-1.1,-3.38
7.397,-1.08,-1.17,-3.4
7.397,-1.1,-1.2,-3.41
7.405,-1.13,-1.18,-3.39
7.406,-1.14,-1.13,-3.36
7.409,-1.15,-1.08,-3.31
7.411,-1.18,-0.99,-3.23
7.418,-1.2,-0.9,-3.15
7.42,-1.21,-0.8,-3.06
7.423,-1.21,-0.72,-2.97
7.427,-1.2,-0.64,-2.86
7.433,-1.15,-0.6,-2.7
7.435,-1.08,-0.61,-2.57
7.439,-1,-0.64,-2.43
7.443,-0.91,-0.65,-2.27
7.448,-0.77,-0.62,-2.05
7.451,-0.65,-0.55,-1.87
7.456,-0.53,-0.46,-1.67
7.459,-0.41,-0.33,-1.45
7.463,-0.28,-0.2,-1.21
7.468,-0.13,-0.04,-0.85
7.471,-0.02,0.04,-0.55
7.475,0.07,0.07,-0.23
7.479,0.17,0.06,0.09
7.488,0.27,0.01,0.41
7.489,0.39,-0.01,0.81
7.491,0.47,0.03,1.08
7.496,0.56,0.11,1.3
7.507,0.65,0.22,1.49
7.509,0.77,0.33,1.69
7.509,0.87,0.38,1.81
7.511,0.96,0.4,1.93
7.517,1.07,0.38,2.04
7.519,1.17,0.35,2.16
7.523,1.31,0.31,2.32
7.527,1.39,0.28,2.45
7.534,1.46,0.24,2.6
7.536,1.52,0.17,2.8
7.539,1.54,0.14,2.91
7.543,1.58,0.09,3.11
7.547,1.6,0.09,3.2
7.551,1.6,0.12,3.24
7.556,1.61,0.2,3.22
7.559,1.62,0.38,3.14
7.563,1.63,0.57,3.05
7.568,1.63,0.8,2.96
7.571,1.61,1.03,2.86
7.575,1.58,1.25,2.77
7.579,1.54,1.46,2.68
7.583,1.5,1.56,2.6
7.587,1.46,1.6,2.5
7.591,1.42,1.57,2.37
7.595,1.38,1.46,2.23
7.6,1.32,1.2,2.05
7.603,1.27,0.97,1.95
7.607,1.24,0.72,1.87
7.611,1.21,0.49,1.8
7.616,1.18,0.26,1.7
7.619,1.15,0.17,1.63
7.623,1.11,0.18,1.56
7.627,1.07,0.27,1.51
7.637,1.03,0.4,1.49
7.638,0.97,0.59,1.5
7.639,0.93,0.71,1.53
7.643,0.91,0.77,1.58
7.648,0.9,0.76,1.62
7.66,0.88,0.66,1.68
7.661,0.85,0.55,1.73
7.661,0.82,0.43,1.8
7.663,0.81,0.32,1.88
7.669,0.81,0.25,1.96
7.671,0.8,0.25,2.02
7.675,0.79,0.34,2.01
7.679,0.75,0.53,1.98
7.683,0.68,0.81,1.94
7.687,0.6,1.17,1.9
7.691,0.5,1.71,1.86
7.695,0.45,2.1,1.84
7.7,0.43,2.41,1.8
7.704,0.46,2.61,1.76
7.707,0.55,2.64,1.66
7.711,0.63,2.47,1.55
7.719,0.67,2.19,1.42
7.721,0.68,1.82,1.28
7.723,0.65,1.41,1.14
7.727,0.63,0.84,0.97
7.733,0.62,0.44,0.84
7.736,0.63,0.1,0.72
7.739,0.63,-0.14,0.6
7.743,0.6,-0.25,0.51
7.747,0.51,-0.22,0.44
7.752,0.41,-0.1,0.42
7.756,0.3,0.05,0.42
7.759,0.2,0.19,0.42
7.763,0.1,0.3,0.42
7.771,0.05,0.32,0.42
7.773,0,0.28,0.45
7.776,-0.05,0.2,0.5
7.779,-0.08,0.08,0.57
7.798,-0.07,-0.13,0.7
7.801,-0.05,-0.31,0.8
7.801,-0.04,-0.46,0.88
7.801,-0.07,-0.54,0.96
7.802,-0.13,-0.53,1.02
7.803,-0.23,-0.37,1.1
7.808,-0.27,-0.16,1.15
7.811,-0.27,0.08,1.17
7.816,-0.23,0.33,1.17
7.823,-0.14,0.66,1.11
7.824,-0.06,0.88,1.03
7.827,0.01,1.06,0.95
7.833,0.07,1.18,0.87
7.836,0.13,1.22,0.8
7.839,0.19,1.13,0.7
7.843,0.22,0.98,0.62
7.847,0.23,0.78,0.54
7.851,0.22,0.58,0.46
7.856,0.24,0.33,0.34
7.859,0.26,0.18,0.25
7.863,0.3,0.04,0.16
7.868,0.33,-0.09,0.06
7.871,0.35,-0.2,-0.02
7.878,0.35,-0.32,-0.11
7.879,0.34,-0.39,-0.15
7.883,0.32,-0.47,-0.18
7.887,0.3,-0.53,-0.2
7.891,0.27,-0.59,-0.21
7.895,0.25,-0.63,-0.2
7.9,0.24,-0.63,-0.18
7.903,0.24,-0.61,-0.15
7.907,0.23,-0.56,-0.1
7.911,0.2,-0.44,-0.03
7.922,0.15,-0.33,0.01
7.924,0.1,-0.21,0.06
7.924,0.05,-0.11,0.1
7.928,0.02,-0.03,0.13
7.932,0.01,0.02,0.17
7.947,0,0.02,0.2
7.948,0,-0.01,0.23
7.949,-0.02,-0.06,0.25
7.949,-0.04,-0.13,0.27
7.952,-0.08,-0.24,0.27
7.955,-0.09,-0.33,0.26
7.959,-0.08,-0.38,0.24
7.963,-0.08,-0.4,0.2
7.968,-0.08,-0.33,0.13
7.971,-0.09,-0.25,0.07
7.975,-0.1,-0.17,-0.01
7.979,-0.1,-0.1,-0.08
7.983,-0.11,-0.05,-0.13
7.987,-0.14,-0.02,-0.14
7.991,-0.16,-0.02,-0.13
7.995,-0.19,-0.05,-0.11
8,-0.2,-0.09,-0.09
8.003,-0.19,-0.13,-0.08
8.007,-0.17,-0.17,-0.1
8.011,-0.17,-0.17,-0.12
8.016,-0.19,-0.15,-0.14
8.019,-0.23,-0.11,-0.15
8.023,-0.27,-0.05,-0.16
8.029,-0.28,-0.02,-0.15
8.033,-0.28,0.01,-0.13
8.035,-0.28,0.04,-0.11
8.04,-0.27,0.06,-0.1
8.043,-0.26,0.1,-0.09
8.047,-0.25,0.13,-0.09
8.051,-0.24,0.17,-0.11
8.056,-0.23,0.23,-0.13
8.059,-0.22,0.32,-0.15
8.063,-0.22,0.38,-0.17
8.073,-0.21,0.42,-0.19
8.075,-0.21,0.43,-0.2
8.075,-0.21,0.43,-0.21
8.079,-0.23,0.42,-0.22
8.1,-0.25,0.39,-0.23
8.101,-0.27,0.36,-0.26
8.101,-0.3,0.31,-0.29
8.102,-0.33,0.24,-0.34
8.102,-0.35,0.18,-0.39
8.104,-0.36,0.12,-0.44
8.108,-0.38,0.06,-0.47
8.111,-0.4,0,-0.5
8.116,-0.45,-0.08,-0.52
8.119,-0.5,-0.15,-0.52
8.123,-0.53,-0.22,-0.52
8.127,-0.56,-0.3,-0.53
8.133,-0.58,-0.35,-0.53
8.136,-0.6,-0.37,-0.54
8.139,-0.62,-0.33,-0.54
8.143,-0.64,-0.27,-0.55
8.147,-0.66,-0.22,-0.54
8.152,-0.69,-0.17,-0.53
8.155,-0.72,-0.13,-0.51
8.16,-0.74,-0.11,-0.5
8.163,-0.76,-0.13,-0.49
8.169,-0.78,-0.16,-0.49
8.171,-0.79,-0.23,-0.51
8.176,-0.8,-0.28,-0.53
8.179,-0.81,-0.32,-0.56
8.186,-0.81,-0.35,-0.58
8.187,-0.8,-0.36,-0.6
8.192,-0.79,-0.34,-0.64
8.195,-0.78,-0.32,-0.67
8.204,-0.76,-0.31,-0.7
8.205,-0.74,-0.31,-0.73
8.211,-0.71,-0.32,-0.78
8.212,-0.68,-0.34,-0.81
8.222,-0.66,-0.35,-0.85
8.223,-0.63,-0.36,-0.88
8.224,-0.58,-0.37,-0.9
8.228,-0.53,-0.39,-0.93
8.233,-0.52,-0.37,-0.95
8.235,-0.52,-0.33,-0.96
8.24,-0.53,-0.31,-0.99
8.243,-0.54,-0.31,-1.04
8.247,-0.52,-0.37,-1.13
8.251,-0.5,-0.44,-1.19
8.256,-0.47,-0.52,-1.25
8.259,-0.45,-0.59,-1.3
8.263,-0.44,-0.64,-1.34
8.268,-0.44,-0.63,-1.37
8.271,-0.45,-0.6,-1.41
8.275,-0.47,-0.56,-1.46
8.279,-0.47,-0.52,-1.51
8.284,-0.46,-0.48,-1.58
8.287,-0.45,-0.47,-1.63
8.291,-0.43,-0.46,-1.67
8.295,-0.42,-0.46,-1.7
8.3,-0.43,-0.45,-1.73
8.305,-0.45,-0.42,-1.78
8.307,-0.47,-0.4,-1.84
8.311,-0.5,-0.4,-1.9
8.317,-0.52,-0.43,-1.97
8.32,-0.55,-0.5,-2.08
8.324,-0.57,-0.57,-2.16
8.327,-0.59,-0.65,-2.25
8.338,-0.6,-0.74,-2.35
8.34,-0.62,-0.83,-2.46
8.34,-0.66,-0.87,-2.53
8.344,-0.7,-0.9,-2.61
8.347,-0.74,-0.92,-2.69
8.359,-0.78,-0.93,-2.77
8.36,-0.83,-0.94,-2.85
8.361,-0.91,-0.97,-2.95
8.363,-0.95,-1.02,-3.03
8.369,-0.99,-1.07,-3.12
8.371,-1.05,-1.11,-3.19
8.375,-1.11,-1.13,-3.25
8.379,-1.16,-1.14,-3.27
8.383,-1.18,-1.15,-3.29
8.388,-1.19,-1.16,-3.32
8.391,-1.18,-1.19,-3.36
8.395,-1.19,-1.21,-3.42
8.4,-1.19,-1.2,-3.46
8.403,-1.19,-1.16,-3.47
8.407,-1.16,-1.09,-3.48
8.411,-1.13,-0.99,-3.49
8.418,-1.06,-0.84,-3.49
8.421,-0.98,-0.66,-3.46
8.423,-0.93,-0.58,-3.43
8.427,-0.85,-0.46,-3.36
8.432,-0.75,-0.33,-3.19
8.435,-0.69,-0.25,-3.04
8.441,-0.64,-0.18,-2.88
8.443,-0.58,-0.12,-2.72
8.448,-0.52,-0.09,-2.54
8.452,-0.43,-0.07,-2.27
8.456,-0.37,-0.07,-2.04
8.459,-0.31,-0.08,-1.79
8.463,-0.25,-0.08,-1.53
8.468,-0.2,-0.06,-1.12
8.471,-0.2,-0.05,-0.75
8.475,-0.14,-0.01,-0.4
8.479,0.01,0.11,-0.08
8.489,0.13,0.17,0.25
8.49,0.22,0.15,0.69
8.491,0.27,0.15,1.03
8.496,0.3,0.22,1.4
8.514,0.32,0.36,1.79
8.517,0.35,0.5,2.12
8.517,0.42,0.66,2.43
8.518,0.49,0.73,2.58
8.518,0.56,0.77,2.69
8.52,0.65,0.77,2.78
8.523,0.8,0.7,2.87
8.527,0.91,0.61,2.92
8.531,1.02,0.5,2.96
8.536,1.13,0.39,2.98
8.539,1.24,0.3,2.99
8.543,1.37,0.23,2.99
8.547,1.45,0.2,2.99
8.552,1.52,0.19,3
8.555,1.56,0.19,3.01
8.559,1.56,0.2,3.04
8.563,1.53,0.24,3.07
8.568,1.48,0.31,3.08
8.571,1.43,0.4,3.08
8.576,1.38,0.58,3.02
8.579,1.36,0.73,2.93
8.586,1.37,0.91,2.8
8.587,1.38,1.08,2.65
8.591,1.36,1.23,2.51
8.595,1.33,1.35,2.38
8.601,1.29,1.42,2.24
8.603,1.27,1.4,2.16
8.607,1.24,1.29,2.09
8.611,1.24,1.12,2.03
8.622,1.25,0.91,1.96
8.623,1.29,0.61,1.83
8.624,1.28,0.42,1.71
8.627,1.23,0.29,1.62
8.648,1.15,0.23,1.58
8.653,1.03,0.26,1.61
8.654,0.95,0.32,1.67
8.654,0.88,0.41,1.74
8.654,0.82,0.5,1.79
8.654,0.79,0.56,1.84
8.656,0.77,0.58,1.88
8.659,0.78,0.54,1.89
8.663,0.81,0.46,1.88
8.667,0.87,0.34,1.83
8.671,0.96,0.18,1.74
8.675,1.04,0.11,1.66
8.679,1.08,0.09,1.59
8.685,1.06,0.13,1.56
8.687,1,0.25,1.57
8.691,0.84,0.52,1.62
8.695,0.7,0.79,1.68
8.701,0.58,1.08,1.72
8.703,0.5,1.39,1.75
8.707,0.48,1.69,1.75
8.711,0.52,2.01,1.69
8.717,0.56,2.17,1.62
8.719,0.61,2.23,1.54
8.723,0.65,2.17,1.45
8.727,0.65,1.91,1.32
8.731,0.59,1.59,1.19
8.736,0.46,1.2,1.06
8.74,0.31,0.78,0.91
8.743,0.16,0.35,0.77
8.747,0.01,-0.19,0.61
8.756,-0.05,-0.57,0.53
8.757,-0.08,-0.9,0.5
8.76,-0.06,-1.16,0.49
8.763,-0.03,-1.35,0.49
8.785,-0.01,-1.5,0.49
8.787,-0.02,-1.53,0.49
8.788,-0.04,-1.52,0.49
8.788,-0.06,-1.47,0.49
8.788,-0.11,-1.36,0.52
8.789,-0.17,-1.25,0.56
8.791,-0.21,-1.11,0.63
8.795,-0.23,-0.95,0.73
8.8,-0.23,-0.78,0.85
8.803,-0.21,-0.51,1.01
8.808,-0.19,-0.3,1.11
8.812,-0.15,-0.08,1.17
8.818,-0.07,0.19,1.19
8.82,-0.02,0.31,1.17
8.823,0.05,0.51,1.08
8.827,0.05,0.64,0.98
8.831,0.02,0.76,0.89
8.836,-0.04,0.87,0.81
8.839,-0.1,0.98,0.75
8.843,-0.1,1.03,0.71
8.847,-0.04,1.03,0.69
8.852,0.06,0.99,0.65
8.856,0.16,0.92,0.59
8.859,0.24,0.81,0.48
8.863,0.25,0.73,0.38
8.867,0.25,0.64,0.27
8.872,0.26,0.53,0.17
8.875,0.29,0.34,0.05
8.879,0.3,0.18,-0.01
8.889,0.32,0.02,-0.07
8.89,0.31,-0.11,-0.11
8.891,0.3,-0.21,-0.15
8.896,0.29,-0.27,-0.19
8.916,0.29,-0.29,-0.2
8.918,0.28,-0.3,-0.2
8.919,0.27,-0.3,-0.19
8.92,0.24,-0.31,-0.18
8.92,0.21,-0.32,-0.16
8.92,0.19,-0.32,-0.16
8.923,0.16,-0.31,-0.16
8.927,0.12,-0.27,-0.16
8.931,0.08,-0.2,-0.15
8.937,0.05,-0.13,-0.12
8.939,0.03,-0.07,-0.08
8.943,0.01,-0.02,-0.04
8.947,0,0.02,-0.02
8.952,-0.02,0.05,-0.02
8.955,-0.04,0.08,-0.03
8.959,-0.06,0.11,-0.04
8.963,-0.09,0.15,-0.05
8.967,-0.11,0.19,-0.04
8.971,-0.13,0.2,-0.01
8.976,-0.14,0.19,0
8.979,-0.14,0.15,0
8.984,-0.13,0.09,-0.02
8.987,-0.14,0.02,-0.08
8.991,-0.15,-0.02,-0.13
8.995,-0.17,-0.05,-0.17
9.001,-0.18,-0.07,-0.2
9.003,-0.18,-0.1,-0.22
9.007,-0.17,-0.13,-0.24
9.011,-0.17,-0.15,-0.25
9.017,-0.18,-0.15,-0.26
9.019,-0.21,-0.15,-0.27
9.023,-0.24,-0.15,-0.29
9.027,-0.29,-0.14,-0.29
9.031,-0.32,-0.15,-0.29
9.04,-0.34,-0.17,-0.28
9.041,-0.35,-0.21,-0.26
9.047,-0.35,-0.26,-0.24
9.048,-0.35,-0.29,-0.22
9.067,-0.35,-0.29,-0.2
9.069,-0.36,-0.24,-0.19
9.069,-0.36,-0.19,-0.18
9.069,-0.37,-0.04,-0.17
9.069,-0.37,0.07,-0.17
9.071,-0.37,0.18,-0.18
9.075,-0.38,0.26,-0.2
9.079,-0.39,0.34,-0.24
9.084,-0.41,0.34,-0.27
9.087,-0.43,0.3,-0.31
9.091,-0.45,0.22,-0.35
9.096,-0.46,0.1,-0.38
9.101,-0.48,-0.09,-0.42
9.104,-0.5,-0.24,-0.46
9.111,-0.53,-0.36,-0.48
9.111,-0.55,-0.46,-0.5
9.118,-0.58,-0.54,-0.53
9.12,-0.59,-0.55,-0.55
9.123,-0.61,-0.53,-0.56
9.127,-0.62,-0.48,-0.57
9.131,-0.64,-0.41,-0.58
9.136,-0.65,-0.3,-0.59
9.139,-0.65,-0.23,-0.6
9.143,-0.66,-0.16,-0.59
9.147,-0.66,-0.11,-0.58
9.152,-0.67,-0.07,-0.57
9.155,-0.67,-0.03,-0.56
9.16,-0.67,-0.01,-0.56
9.163,-0.68,-0.01,-0.58
9.172,-0.68,-0.02,-0.6
9.174,-0.67,-0.04,-0.63
9.176,-0.64,-0.09,-0.66
9.179,-0.62,-0.12,-0.68
9.202,-0.59,-0.14,-0.7
9.204,-0.58,-0.15,-0.72
9.205,-0.57,-0.15,-0.77
9.205,-0.57,-0.14,-0.81
9.205,-0.56,-0.13,-0.86
9.205,-0.55,-0.14,-0.92
9.207,-0.53,-0.15,-0.97
9.211,-0.5,-0.17,-1.02
9.217,-0.49,-0.2,-1.06
9.219,-0.49,-0.22,-1.09
9.224,-0.51,-0.25,-1.11
9.227,-0.53,-0.27,-1.13
9.231,-0.55,-0.32,-1.18
9.235,-0.57,-0.37,-1.23
9.24,-0.58,-0.43,-1.28
9.243,-0.58,-0.46,-1.33
9.247,-0.58,-0.48,-1.39
9.252,-0.58,-0.48,-1.45
9.256,-0.57,-0.46,-1.51
9.259,-0.57,-0.43,-1.58
9.263,-0.57,-0.38,-1.65
9.268,-0.58,-0.31,-1.74
9.272,-0.59,-0.27,-1.8
9.275,-0.58,-0.24,-1.87
9.279,-0.58,-0.22,-1.93
9.284,-0.59,-0.22,-2.01
9.287,-0.59,-0.24,-2.08
9.291,-0.6,-0.28,-2.15
9.295,-0.61,-0.33,-2.23
9.301,-0.64,-0.4,-2.32
9.303,-0.68,-0.48,-2.45
9.307,-0.73,-0.54,-2.54
9.311,-0.78,-0.6,-2.63
9.323,-0.84,-0.68,-2.71
9.324,-0.89,-0.77,-2.78
9.324,-0.96,-0.9,-2.9
9.332,-1.02,-1,-3.01
9.333,-1.08,-1.08,-3.11
9.349,-1.14,-1.13,-3.2
9.352,-1.23,-1.16,-3.3
9.352,-1.29,-1.17,-3.36
9.352,-1.34,-1.18,-3.4
9.353,-1.38,-1.19,-3.42
9.355,-1.4,-1.2,-3.42
9.359,-1.38,-1.21,-3.42
9.368,-1.36,-1.19,-3.4
9.369,-1.32,-1.13,-3.37
9.371,-1.28,-1.01,-3.31
9.376,-1.23,-0.78,-3.17
9.379,-1.19,-0.61,-3.03
9.384,-1.13,-0.48,-2.86
9.387,-1.06,-0.39,-2.71
9.391,-0.97,-0.32,-2.57
9.395,-0.84,-0.26,-2.44
9.4,-0.73,-0.23,-2.35
9.403,-0.63,-0.2,-2.24
9.407,-0.53,-0.16,-2.12
9.411,-0.45,-0.11,-2.01
9.417,-0.34,-0.03,-1.87
9.42,-0.26,0.03,-1.77
9.423,-0.17,0.06,-1.67
9.427,-0.09,0.05,-1.54
9.431,-0.02,0.01,-1.38
9.435,0.07,-0.06,-1.13
9.439,0.12,-0.11,-0.91
9.443,0.17,-0.14,-0.68
9.447,0.22,-0.14,-0.43
9.456,0.28,-0.08,-0.09
9.457,0.33,-0.01,0.17
9.459,0.37,0.06,0.45
9.463,0.41,0.13,0.73
9.486,0.46,0.22,1.1
9.487,0.49,0.29,1.37
9.488,0.53,0.37,1.61
9.488,0.57,0.43,1.82
9.488,0.61,0.49,1.99
9.488,0.67,0.52,2.18
9.493,0.72,0.52,2.29
9.496,0.78,0.5,2.39
9.5,0.83,0.47,2.47
9.503,0.88,0.43,2.53
9.507,0.96,0.38,2.6
9.511,1.01,0.34,2.66
9.517,1.05,0.31,2.72
9.52,1.08,0.28,2.78
9.523,1.12,0.26,2.83
9.527,1.18,0.24,2.89
9.531,1.23,0.25,2.93
9.536,1.28,0.27,2.97
9.539,1.31,0.31,3
9.543,1.33,0.39,3.02
9.547,1.31,0.48,3.02
9.551,1.29,0.58,3.01
9.555,1.27,0.69,2.98
9.559,1.26,0.82,2.95
9.563,1.26,0.98,2.9
9.568,1.27,1.07,2.83
9.571,1.28,1.16,2.74
9.575,1.3,1.23,2.62
9.579,1.32,1.32,2.5
9.584,1.34,1.43,2.37
9.587,1.32,1.51,2.3
9.591,1.3,1.56,2.24
9.595,1.29,1.57,2.17
9.606,1.28,1.55,2.06
9.607,1.26,1.5,1.95
9.608,1.23,1.45,1.86
9.611,1.19,1.4,1.77
9.616,1.15,1.33,1.69
9.633,1.11,1.27,1.65
9.634,1.06,1.2,1.63
9.635,1.02,1.11,1.62
9.635,0.99,0.99,1.59
9.636,0.97,0.86,1.54
9.639,0.94,0.71,1.49
9.643,0.91,0.63,1.47
9.647,0.88,0.58,1.47
9.652,0.85,0.54,1.49
9.655,0.84,0.51,1.51
9.659,0.84,0.52,1.51
9.663,0.84,0.55,1.49
9.667,0.83,0.62,1.47
9.671,0.81,0.72,1.46
9.675,0.78,0.85,1.46
9.679,0.77,0.94,1.46
9.684,0.78,0.99,1.44
9.688,0.77,1.02,1.38
9.691,0.73,1.03,1.25
9.695,0.67,1.02,1.16
9.701,0.59,1.01,1.09
9.703,0.51,0.97,1.05
9.707,0.44,0.88,1.02
9.711,0.37,0.7,0.98
9.717,0.33,0.54,0.94
9.72,0.29,0.4,0.89
9.723,0.23,0.3,0.83
9.727,0.16,0.23,0.76
9.731,0.08,0.13,0.66
9.74,0.02,0.04,0.6
9.741,0,-0.09,0.54
9.743,-0.01,-0.24,0.5
9.747,0,-0.44,0.45
9.77,0.01,-0.57,0.43
9.772,0,-0.68,0.42
9.772,-0.03,-0.74,0.45
9.772,-0.06,-0.77,0.5
9.772,-0.05,-0.76,0.59
9.773,-0.02,-0.7,0.67
9.776,0.01,-0.6,0.73
9.779,0.04,-0.45,0.77
9.784,0.06,-0.24,0.8
9.787,0.07,0.09,0.82
9.791,0.07,0.35,0.84
9.795,0.07,0.59,0.85
9.801,0.08,0.77,0.85
9.803,0.12,0.91,0.82
9.807,0.15,0.93,0.77
9.811,0.17,0.89,0.71
9.819,0.18,0.76,0.62
9.821,0.19,0.61,0.55
9.823,0.2,0.43,0.49
9.827,0.22,0.24,0.44
9.831,0.24,0.06,0.39
9.836,0.26,-0.1,0.34
9.839,0.26,-0.21,0.29
9.843,0.26,-0.29,0.22
9.847,0.26,-0.3,0.18
9.852,0.26,-0.28,0.14
9.856,0.24,-0.22,0.12
9.859,0.23,-0.18,0.12
9.873,0.23,-0.14,0.12
9.875,0.24,-0.12,0.11
9.875,0.25,-0.1,0.09
9.875,0.27,-0.09,0.07
9.88,0.27,-0.09,0.05
9.904,0.26,-0.08,0.05
9.906,0.25,-0.09,0.06
9.906,0.24,-0.1,0.08
9.906,0.24,-0.13,0.13
9.907,0.24,-0.15,0.17
9.907,0.25,-0.15,0.2
9.907,0.26,-0.14,0.21
9.912,0.26,-0.09,0.21
9.918,0.25,0.01,0.18
9.92,0.24,0.11,0.14
9.923,0.23,0.22,0.1
9.927,0.22,0.31,0.05
9.931,0.2,0.39,0
9.936,0.16,0.45,-0.06
9.939,0.13,0.46,-0.1
9.943,0.1,0.42,-0.15
9.947,0.07,0.34,-0.19
9.952,0.03,0.2,-0.24
9.955,0.01,0.08,-0.26
9.959,-0.02,-0.04,-0.27
9.963,-0.06,-0.14,-0.27
9.967,-0.11,-0.22,-0.25
9.971,-0.18,-0.3,-0.24
9.975,-0.22,-0.32,-0.23
9.979,-0.26,-0.33,-0.23
9.984,-0.29,-0.32,-0.24
9.987,-0.33,-0.28,-0.25
9.991,-0.38,-0.2,-0.25
9.995,-0.42,-0.13,-0.24
10.001,-0.46,-0.07,-0.24
10.004,-0.5,-0.04,-0.24
10.007,-0.52,-0.02,-0.24
10.011,-0.53,-0.01,-0.24
10.023,-0.54,0,-0.24
10.025,-0.56,0.02,-0.24
10.025,-0.6,0.05,-0.24
10.027,-0.65,0.08,-0.25
10.032,-0.69,0.08,-0.27
10.054,-0.7,0.05,-0.3
10.056,-0.7,-0.01,-0.34
10.057,-0.69,-0.08,-0.37
10.057,-0.67,-0.17,-0.4
10.057,-0.67,-0.24,-0.42
10.057,-0.66,-0.28,-0.44
10.059,-0.67,-0.3,-0.47
10.063,-0.66,-0.3,-0.52
10.068,-0.64,-0.26,-0.57
10.071,-0.62,-0.21,-0.6
10.075,-0.59,-0.15,-0.63
10.079,-0.57,-0.09,-0.64
10.085,-0.55,-0.02,-0.65
10.088,-0.56,0.02,-0.65
10.091,-0.59,0.04,-0.66
10.096,-0.64,0.03,-0.7
10.1,-0.67,-0.02,-0.74
10.103,-0.7,-0.11,-0.77
10.107,-0.72,-0.22,-0.8
10.111,-0.74,-0.34,-0.81
10.115,-0.75,-0.47,-0.82
10.119,-0.75,-0.61,-0.82
10.124,-0.75,-0.67,-0.84
10.127,-0.76,-0.69,-0.88
10.131,-0.77,-0.66,-0.91
10.139,-0.77,-0.62,-0.95
10.141,-0.76,-0.54,-0.98
10.144,-0.75,-0.48,-1
10.147,-0.74,-0.44,-1.01
10.162,-0.73,-0.41,-1.03
10.164,-0.71,-0.39,-1.06
10.164,-0.7,-0.37,-1.09
10.164,-0.68,-0.36,-1.13
10.171,-0.68,-0.34,-1.17
10.172,-0.68,-0.32,-1.19
10.176,-0.69,-0.3,-1.24
10.179,-0.69,-0.31,-1.29
10.186,-0.69,-0.34,-1.33
10.187,-0.68,-0.38,-1.38
10.192,-0.66,-0.42,-1.43
10.195,-0.66,-0.47,-1.5
10.2,-0.66,-0.5,-1.56
10.203,-0.66,-0.51,-1.62
10.207,-0.66,-0.53,-1.69
10.211,-0.64,-0.57,-1.77
10.217,-0.64,-0.59,-1.84
10.22,-0.65,-0.6,-1.91
10.224,-0.66,-0.62,-1.98
10.227,-0.67,-0.63,-2.05
10.231,-0.68,-0.65,-2.13
10.235,-0.7,-0.67,-2.2
10.239,-0.71,-0.69,-2.26
10.243,-0.73,-0.71,-2.32
10.247,-0.76,-0.74,-2.38
10.252,-0.8,-0.76,-2.46
10.256,-0.83,-0.78,-2.53
10.26,-0.87,-0.79,-2.62
10.263,-0.9,-0.81,-2.7
10.268,-0.96,-0.84,-2.8
10.271,-1,-0.87,-2.85
10.275,-1.04,-0.92,-2.91
10.279,-1.07,-0.98,-2.99
10.285,-1.09,-1.04,-3.06
10.287,-1.11,-1.12,-3.16
10.291,-1.11,-1.16,-3.22
10.295,-1.11,-1.18,-3.27
10.306,-1.08,-1.2,-3.31
10.307,-1.03,-1.2,-3.35
10.307,-0.99,-1.15,-3.37
10.312,-0.95,-1.06,-3.37
10.316,-0.91,-0.92,-3.34
10.333,-0.88,-0.75,-3.28
10.335,-0.82,-0.54,-3.16
10.336,-0.77,-0.43,-3.04
10.336,-0.72,-0.36,-2.94
10.336,-0.64,-0.31,-2.82
10.339,-0.6,-0.3,-2.76
10.343,-0.52,-0.3,-2.64
10.347,-0.46,-0.3,-2.53
10.352,-0.42,-0.3,-2.41
10.356,-0.37,-0.31,-2.29
10.36,-0.32,-0.32,-2.13
10.363,-0.27,-0.31,-2.02
10.368,-0.21,-0.31,-1.89
10.371,-0.14,-0.29,-1.74
10.375,-0.07,-0.27,-1.56
10.379,0.03,-0.24,-1.27
10.384,0.11,-0.21,-1.02
10.387,0.18,-0.17,-0.74
10.391,0.24,-0.1,-0.43
10.395,0.29,-0.01,-0.1
10.401,0.34,0.13,0.37
10.403,0.37,0.24,0.7
10.407,0.42,0.38,0.99
10.411,0.45,0.51,1.25
10.416,0.46,0.62,1.61
10.419,0.48,0.67,1.86
10.423,0.5,0.68,2.07
10.427,0.53,0.66,2.24
10.431,0.58,0.6,2.38
10.438,0.64,0.5,2.53
10.439,0.7,0.42,2.61
10.444,0.77,0.37,2.67
10.447,0.83,0.33,2.71
10.465,0.89,0.3,2.73
10.466,0.97,0.28,2.75
10.466,1.03,0.27,2.75
10.467,1.08,0.27,2.76
10.468,1.13,0.27,2.78
10.471,1.17,0.27,2.82
10.475,1.18,0.28,2.86
10.479,1.18,0.29,2.88
10.484,1.18,0.31,2.89
10.488,1.17,0.34,2.86
10.491,1.16,0.39,2.81
10.496,1.14,0.43,2.74
10.501,1.12,0.47,2.67
10.504,1.11,0.5,2.58
10.507,1.13,0.52,2.44
10.511,1.16,0.52,2.33
10.518,1.21,0.52,2.23
10.521,1.25,0.53,2.14
10.523,1.26,0.57,2.07
10.527,1.27,0.67,1.99
